date,store_id,day_of_week,is_open,has_promo,is_state_holiday,is_school_holiday,future,year,calender_week,christmas,easter,public_holiday,is_state_holiday_bool,was_open_last_day,last_promo_since_days,next_promo_in_days,state_holidays_in_last_7_days,state_holidays_in_next_7_days,school_holidays_in_last_7_days,school_holidays_in_next_7_days,last_state_holiday_since_days,last_school_holiday_since_days,next_state_holiday_in_days,next_school_holiday_in_days,cosinus_day,sinus_day,sales,will_be_open_next_day_False,will_be_open_next_day_True,will_be_open_next_day_False,will_be_open_next_day_True
2013-04-30,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,29.0,25.0,1.0,67.0,-0.47495107206705,0.8800122039735357,5925.0,0,0,1,0
2013-05-02,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,65.0,-0.5049610547215204,0.8631421280499114,6486.0,0,0,0,1
2013-05-03,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,2.0,28.0,6.0,64.0,-0.5197438121555155,0.8543221697498271,6027.0,0,0,0,1
2013-05-04,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,3.0,29.0,5.0,63.0,-0.5343725582809786,0.8452490573530633,5912.0,0,0,1,0
2013-05-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,5.0,31.0,3.0,61.0,-0.5631507242749186,0.8263541987239096,4568.0,0,0,0,1
2013-05-07,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,19.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,0.0,0.0,6.0,32.0,2.0,60.0,-0.5772916165517272,0.8165380514459161,4624.0,0,0,0,1
2013-05-08,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,19.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,7.0,33.0,1.0,59.0,-0.5912614448635781,0.8064799463209448,5230.0,0,0,1,0
2013-05-10,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,35.0,10.0,57.0,-0.6186714032625031,0.7856498550787147,5409.0,0,0,0,1
2013-05-11,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,19.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,2.0,36.0,9.0,56.0,-0.6321034111873487,0.7748840413670407,5064.0,0,0,1,0
2013-05-13,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,4.0,38.0,7.0,54.0,-0.6584015846980488,0.7526668275320084,6106.0,0,0,0,1
2013-05-14,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,39.0,6.0,53.0,-0.6712599575675313,0.741222010848596,5083.0,0,0,0,1
2013-05-15,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,40.0,5.0,52.0,-0.6839194216246106,0.7295575540864875,4790.0,0,0,0,1
2013-05-16,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,41.0,4.0,51.0,-0.6963762255968722,0.7176769136759621,4448.0,0,0,0,1
2013-05-17,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,8.0,42.0,3.0,50.0,-0.7086266782644596,0.705583610107178,4856.0,0,0,0,1
2013-05-18,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,9.0,43.0,2.0,49.0,-0.7206671495538609,0.6932812268869777,4413.0,0,0,1,0
2013-05-21,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,46.0,9.0,46.0,-0.7554933140726803,0.6551563572090853,4789.0,0,0,0,1
2013-05-22,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,21.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,47.0,8.0,45.0,-0.7666588193001591,0.6420547132365637,3559.0,0,0,0,1
2013-05-23,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,21.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,3.0,48.0,7.0,44.0,-0.777597146973627,0.6287628145958344,4030.0,0,0,0,1
2013-05-24,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,21.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,4.0,49.0,6.0,43.0,-0.7883050558305255,0.6152845999633276,4232.0,0,0,0,1
2013-05-25,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,21.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,5.0,50.0,5.0,42.0,-0.7987793728863649,0.6016240632249226,4408.0,0,0,1,0
2013-05-27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,7.0,52.0,3.0,40.0,-0.8190148866680801,0.5737722679043246,5519.0,0,0,0,1
2013-05-28,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,53.0,2.0,39.0,-0.8287700871745038,0.5595892624101765,4995.0,0,0,0,1
2013-05-29,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,54.0,1.0,38.0,-0.8382797052177744,0.545240438540651,5784.0,0,0,1,0
2013-05-31,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,56.0,125.0,36.0,-0.8565509959010036,0.5160623910158528,7893.0,0,0,0,1
2013-06-01,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,57.0,124.0,35.0,-0.8653072543632059,0.5012418134457758,5693.0,0,0,1,0
2013-06-03,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,59.0,122.0,33.0,-0.8820480249558537,0.4711595076738638,5422.0,0,0,0,1
2013-06-04,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,60.0,121.0,32.0,-0.8900275764346767,0.4559066935084588,5220.0,0,0,0,1
2013-06-05,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,61.0,120.0,31.0,-0.8977433935342337,0.44051878435049496,5012.0,0,0,0,1
2013-06-06,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,62.0,119.0,30.0,-0.9051931898913974,0.42500033996955416,4881.0,0,0,0,1
2013-06-07,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,8.0,63.0,118.0,29.0,-0.9123747579707272,0.4093559588156213,4315.0,0,0,0,1
2013-06-08,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,64.0,117.0,28.0,-0.9192859697186104,0.3935902766564667,4262.0,0,0,1,0
2013-06-10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,11.0,66.0,115.0,26.0,-0.9322892131745132,0.3617137307297677,4291.0,0,0,0,1
2013-06-11,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,24.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,67.0,114.0,25.0,-0.938377391740864,0.3456123126707335,3784.0,0,0,0,1
2013-06-12,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,24.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,13.0,68.0,113.0,24.0,-0.9441875088341992,0.3294084822245304,3563.0,0,0,0,1
2013-06-13,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,24.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,14.0,69.0,112.0,23.0,-0.9497178427914316,0.3131070409358269,3661.0,0,0,0,1
2013-06-14,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,24.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,15.0,70.0,111.0,22.0,-0.9549667548552552,0.29671281927349075,4150.0,0,0,0,1
2013-06-15,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,24.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,16.0,71.0,110.0,21.0,-0.9599326896597448,0.2802306751992159,4766.0,0,0,1,0
2013-06-17,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,18.0,73.0,108.0,19.0,-0.9690098257244062,0.2470221804809355,5337.0,0,0,0,1
2013-06-18,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,74.0,107.0,18.0,-0.973118337233262,0.2303056702306122,4633.0,0,0,0,1
2013-06-19,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,75.0,106.0,17.0,-0.9769384927771816,0.21352091543979607,4180.0,0,0,0,1
2013-06-20,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,76.0,105.0,16.0,-0.9804691603616321,0.19667288979357647,5011.0,0,0,0,1
2013-06-21,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,22.0,77.0,104.0,15.0,-0.9837092937736096,0.1797665857255624,5173.0,0,0,0,1
2013-06-22,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,23.0,78.0,103.0,14.0,-0.986657932891657,0.16280701293851715,4341.0,0,0,1,0
2013-06-24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,25.0,80.0,101.0,12.0,-0.9916773198992901,0.12874817745258132,3549.0,0,0,0,1
2013-06-25,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,26.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,26.0,81.0,100.0,11.0,-0.993746580436178,0.11165900712169513,4536.0,0,0,0,1
2013-06-26,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,26.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,27.0,82.0,99.0,10.0,-0.9955213724144752,0.09453674981719913,3827.0,0,0,0,1
2013-06-27,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,26.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,28.0,83.0,98.0,9.0,-0.9970011699250152,0.07738647923346301,3593.0,0,0,0,1
2013-06-28,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,26.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,29.0,84.0,97.0,8.0,-0.9981855344718586,0.06021327736579302,4407.0,0,0,0,1
2013-06-29,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,26.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,1.0,30.0,85.0,96.0,7.0,-0.99907411510223,0.043022233004530584,5804.0,0,0,1,0
2013-07-01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,32.0,87.0,94.0,5.0,-0.9999629591162656,0.008606996888688698,5614.0,0,0,0,1
2013-07-02,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,33.0,88.0,93.0,4.0,-0.9999629591162656,-0.008606996888688009,5868.0,0,0,0,1
2013-07-03,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,34.0,89.0,92.0,3.0,-0.9996666485105112,-0.02581844022713239,5875.0,0,0,0,1
2013-07-04,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2013.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,35.0,90.0,91.0,2.0,-0.99907411510223,-0.043022233004530334,5701.0,0,0,0,1
2013-07-05,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2013.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,7.0,36.0,91.0,90.0,1.0,-0.9981855344718586,-0.06021327736579276,4986.0,0,0,0,1
2013-07-06,1.0,6.0,1.0,0.0,0.0,1.0,0.0,2013.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,7.0,37.0,92.0,89.0,1.0,-0.9970011699250152,-0.07738647923346323,4730.5,0,0,1,0
2013-07-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2013.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,7.0,39.0,1.0,87.0,1.0,-0.993746580436178,-0.11165900712169444,4475.0,0,0,0,1
2013-07-09,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2013.0,28.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,3.0,7.0,40.0,1.0,86.0,1.0,-0.9916773198992901,-0.12874817745258066,4047.0,0,0,0,1
2013-07-10,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2013.0,28.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,4.0,7.0,41.0,1.0,85.0,1.0,-0.9893142039703664,-0.14579919691987442,3963.0,0,0,0,1
2013-07-11,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2013.0,28.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,5.0,7.0,42.0,1.0,84.0,1.0,-0.9866579328916572,-0.16280701293851646,4053.0,0,0,0,1
2013-07-12,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2013.0,28.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,6.0,7.0,43.0,1.0,83.0,1.0,-0.9837092937736098,-0.17976658572556214,4134.0,0,0,0,1
2013-07-13,1.0,6.0,1.0,0.0,0.0,1.0,0.0,2013.0,28.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,7.0,7.0,44.0,1.0,82.0,1.0,-0.980469160361632,-0.19667288979357625,4015.0,0,0,1,0
2013-07-15,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2013.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.0,7.0,46.0,1.0,80.0,1.0,-0.973118337233262,-0.230305670230612,6377.0,0,0,0,1
2013-07-16,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2013.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,47.0,1.0,79.0,1.0,-0.9690098257244064,-0.2470221804809353,5643.0,0,0,0,1
2013-07-17,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2013.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,48.0,1.0,78.0,1.0,-0.9646141756912436,-0.2636654927280072,4946.0,0,0,0,1
2013-07-18,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2013.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,49.0,1.0,77.0,1.0,-0.9599326896597444,-0.2802306751992161,4904.0,0,0,0,1
2013-07-19,1.0,5.0,1.0,1.0,0.0,1.0,0.0,2013.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,7.0,7.0,50.0,1.0,76.0,1.0,-0.9549667548552552,-0.2967128192734901,4275.0,0,0,0,1
2013-07-20,1.0,6.0,1.0,0.0,0.0,1.0,0.0,2013.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,7.0,7.0,51.0,1.0,75.0,1.0,-0.9497178427914316,-0.3131070409358267,4421.0,0,0,1,0
2013-07-22,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2013.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,7.0,53.0,1.0,73.0,1.0,-0.9383773917408642,-0.3456123126707333,4149.0,0,0,0,1
2013-07-23,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2013.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,7.0,7.0,54.0,1.0,72.0,1.0,-0.9322892131745134,-0.3617137307297674,3937.0,0,0,0,1
2013-07-24,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2013.0,30.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,7.0,7.0,55.0,1.0,71.0,1.0,-0.92592477719385,-0.3777079652039647,3849.0,0,0,0,1
2013-07-25,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2013.0,30.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,7.0,7.0,56.0,1.0,70.0,1.0,-0.9192859697186104,-0.3935902766564665,3502.0,0,0,0,1
2013-07-26,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2013.0,30.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,7.0,7.0,57.0,1.0,69.0,1.0,-0.9123747579707274,-0.4093559588156211,4221.0,0,0,0,1
2013-07-27,1.0,6.0,1.0,0.0,0.0,1.0,0.0,2013.0,30.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,7.0,7.0,58.0,1.0,68.0,1.0,-0.9051931898913976,-0.4250003399695539,3352.0,0,0,1,0
2013-07-29,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2013.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.0,7.0,60.0,1.0,66.0,1.0,-0.8900275764346766,-0.45590669350845897,6290.0,0,0,0,1
2013-07-30,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2013.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,61.0,1.0,65.0,1.0,-0.8820480249558535,-0.471159507673864,5773.0,0,0,0,1
2013-07-31,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2013.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,62.0,1.0,64.0,1.0,-0.8738071036110807,-0.4862727071086902,5572.0,0,0,0,1
2013-08-01,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2013.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,63.0,1.0,63.0,1.0,-0.8653072543632061,-0.5012418134457756,4994.0,0,0,0,1
2013-08-02,1.0,5.0,1.0,1.0,0.0,1.0,0.0,2013.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,7.0,7.0,64.0,1.0,62.0,1.0,-0.8565509959010037,-0.5160623910158526,4494.0,0,0,0,1
2013-08-03,1.0,6.0,1.0,0.0,0.0,1.0,0.0,2013.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,7.0,7.0,65.0,1.0,61.0,1.0,-0.8475409228928312,-0.5307300481619331,4461.0,0,0,1,0
2013-08-05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2013.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,7.0,67.0,1.0,59.0,1.0,-0.8287700871745041,-0.5595892624101763,4086.0,0,0,0,1
2013-08-06,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2013.0,32.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,7.0,7.0,68.0,1.0,58.0,1.0,-0.8190148866680802,-0.5737722679043243,3582.0,0,0,0,1
2013-08-07,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2013.0,32.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,7.0,7.0,69.0,1.0,57.0,1.0,-0.8090169943749472,-0.5877852522924734,4143.0,0,0,0,1
2013-08-08,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2013.0,32.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,7.0,7.0,70.0,1.0,56.0,1.0,-0.7987793728863648,-0.6016240632249227,3680.0,0,0,0,1
2013-08-09,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2013.0,32.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,7.0,7.0,71.0,1.0,55.0,1.0,-0.7883050558305253,-0.6152845999633277,3257.0,0,0,0,1
2013-08-10,1.0,6.0,1.0,0.0,0.0,1.0,0.0,2013.0,32.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,7.0,6.0,72.0,1.0,54.0,1.0,-0.7775971469736268,-0.6287628145958345,3768.0,0,0,1,0
2013-08-12,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2013.0,33.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.0,4.0,74.0,1.0,52.0,1.0,-0.7554933140726804,-0.6551563572090849,5326.0,0,0,0,1
2013-08-13,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2013.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,3.0,75.0,1.0,51.0,1.0,-0.7441039398713608,-0.6680638642135333,5299.0,0,0,0,1
2013-08-14,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2013.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,76.0,1.0,50.0,1.0,-0.732494071613579,-0.680773409477016,4724.0,0,0,0,1
2013-08-15,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2013.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,77.0,1.0,49.0,1.0,-0.7206671495538615,-0.6932812268869771,4575.0,0,0,0,1
2013-08-16,1.0,5.0,1.0,1.0,0.0,1.0,0.0,2013.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,7.0,0.0,78.0,1.0,48.0,59.0,-0.70862667826446,-0.7055836101071774,4552.0,0,0,0,1
2013-08-17,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,7.0,0.0,79.0,1.0,47.0,58.0,-0.6963762255968726,-0.7176769136759615,4078.0,0,0,1,0
2013-08-19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2013.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,81.0,3.0,45.0,56.0,-0.6712599575675315,-0.7412220108485957,3954.0,0,0,0,1
2013-08-20,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2013.0,34.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,4.0,0.0,82.0,4.0,44.0,55.0,-0.6584015846980489,-0.7526668275320083,3492.0,0,0,0,1
2013-08-21,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2013.0,34.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,3.0,0.0,83.0,5.0,43.0,54.0,-0.6453481132295501,-0.7638886127905429,3096.0,0,0,0,1
2013-08-22,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2013.0,34.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,84.0,6.0,42.0,53.0,-0.6321034111873488,-0.7748840413670406,3703.0,0,0,0,1
2013-08-23,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2013.0,34.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,85.0,7.0,41.0,52.0,-0.6186714032625032,-0.7856498550787144,3493.0,0,0,0,1
2013-08-24,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2013.0,34.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,86.0,8.0,40.0,51.0,-0.6050560696488494,-0.7961828637826154,4752.0,0,0,1,0
2013-08-26,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2013.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,88.0,10.0,38.0,49.0,-0.5772916165517278,-0.8165380514459157,5482.0,0,0,0,1
2013-08-27,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2013.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,89.0,11.0,37.0,48.0,-0.5631507242749189,-0.8263541987239094,5156.0,0,0,0,1
2013-08-28,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2013.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90.0,12.0,36.0,47.0,-0.5488429582847199,-0.8359254794186365,4583.0,0,0,0,1
